sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-135G-A1-900-40-5,EUR,EUR,147.65,2,147.65,0,EUR,2,1,0,900,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-700-40-6,EUR,EUR,147.58,3,147.58,0,EUR,2,1,0,700,6 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-750-40-1,EUR,EUR,122.1,0,122.1,9.92,EUR,1,0,9.92,750,1 day,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A1-600-40-3,EUR,EUR,133.51,0,133.51,0,EUR,2,1,0,600,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-8000-40-2,EUR,EUR,121.35,0,121.35,0,EUR,2,0,0,8000,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A1-20-40-2,EUR,EUR,118.26,1,118.26,3.68,EUR,1,0,3.68,20,2 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-115A-B2-1000-40-4,EUR,EUR,136,2,136,13.04,EUR,1,1,13.04,1000,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A0-40-40-1,EUR,EUR,105.2,0,105.2,6.8,EUR,1,0,6.8,40,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A2-2000-40-4,EUR,EUR,149.53,1,149.53,0,EUR,2,1,0,2000,4 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-35-40-5,EUR,EUR,120.44,3,120.44,6.8,EUR,1,1,6.8,35,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-135G-B1-400-40-2,EUR,EUR,117,1,117,13.04,EUR,1,0,13.04,400,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A1-850-40-5,EUR,EUR,144.75,2,144.75,0,EUR,2,1,0,850,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-6-40-5,EUR,EUR,122.72,3,122.72,3.68,EUR,1,1,3.68,6,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-CF-A1-25-40-5,EUR,EUR,122.62,3,122.62,3.68,EUR,1,1,3.68,25,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-100G-A0-300-40-4,EUR,EUR,136.35,2,136.35,9.92,EUR,1,1,9.92,300,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-300-40-2,EUR,EUR,136.35,0,136.35,9.92,EUR,1,1,9.92,300,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-B1-400-40-4,EUR,EUR,132.5,2,132.5,13.04,EUR,1,1,13.04,400,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-B1-650-40-6,EUR,EUR,143.49,3,143.49,0,EUR,2,1,0,650,6 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-550-40-3,EUR,EUR,129.83,0,129.83,0,EUR,2,1,0,550,3 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-8500-40-3,EUR,EUR,127.97,0,127.97,0,EUR,2,1,0,8500,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-200-40-1,EUR,EUR,122.65,0,122.65,6.8,EUR,1,0,6.8,200,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-B1-300-40-2,EUR,EUR,115.5,1,115.5,9.92,EUR,1,0,9.92,300,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A1-800-40-5,EUR,EUR,141.86,2,141.86,0,EUR,2,1,0,800,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-15-40-1,EUR,EUR,94.65,0,94.65,3.68,EUR,1,0,3.68,15,1 day,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-9500-40-5,EUR,EUR,141.23,2,141.23,0,EUR,2,1,0,9500,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-150-40-1,EUR,EUR,115.8,0,115.8,6.8,EUR,1,0,6.8,150,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A3-1000-40-0,EUR,EUR,118.94,0,118.94,25,EUR,0,0,25,1000,Same day,135g Gloss,A3,EUR,DPP,PARTSEXPRESS-SAMEDAY
PO-CF-B2-30-40-3,EUR,EUR,103.38,2,103.38,6.8,EUR,1,0,6.8,30,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A1-700-40-5,EUR,EUR,140.9,2,140.9,0,EUR,2,1,0,700,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-100-40-1,EUR,EUR,108.95,0,108.95,3.68,EUR,1,0,3.68,100,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A3-4000-40-4,EUR,EUR,142.42,1,142.42,0,EUR,2,1,0,4000,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-7500-40-2,EUR,EUR,114.73,0,114.73,0,EUR,2,0,0,7500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-50-40-1,EUR,EUR,102.1,0,102.1,3.68,EUR,1,0,3.68,50,1 day,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-B1-15-40-3,EUR,EUR,103.38,2,103.38,3.68,EUR,1,0,3.68,15,3 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-115A-ABRI-15-40-4,EUR,EUR,91.81,2,91.81,5.36,EUR,1,1,5.36,15,4 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A1-450-40-1,EUR,EUR,119.9,0,119.9,16.16,EUR,1,0,16.16,450,1 day,135g Gloss,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A3-4500-40-4,EUR,EUR,137.2,1,137.2,0,EUR,2,1,0,4500,4 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-5-40-3,EUR,EUR,102.44,2,102.44,3.68,EUR,1,0,3.68,5,3 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-115A-A1-450-40-2,EUR,EUR,113.62,0,113.62,0,EUR,2,0,0,450,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-650-40-5,EUR,EUR,137.21,2,137.21,0,EUR,2,1,0,650,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-250-40-2,EUR,EUR,129.5,0,129.5,9.92,EUR,1,1,9.92,250,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-250-40-4,EUR,EUR,129.5,2,129.5,9.92,EUR,1,1,9.92,250,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-115A-A1-400-40-1,EUR,EUR,126.5,0,126.5,13.04,EUR,1,0,13.04,400,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A2-35-40-2,EUR,EUR,103.6,1,103.6,6.8,EUR,1,0,6.8,35,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-CF-A0-9-40-2,EUR,EUR,106.62,1,106.62,3.68,EUR,1,0,3.68,9,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-115A-A0-40-40-2,EUR,EUR,105.2,0,105.2,6.8,EUR,1,1,6.8,40,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-135G-B2-1500-40-4,EUR,EUR,135.68,1,135.68,0,EUR,2,1,0,1500,4 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-40-40-1,EUR,EUR,105.2,0,105.2,6.8,EUR,1,0,6.8,40,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-CF-A2-40-40-3,EUR,EUR,98.3,2,98.3,6.8,EUR,1,0,6.8,40,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-CF-B2-25-40-2,EUR,EUR,103.81,1,103.81,3.68,EUR,1,0,3.68,25,2 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A2-1500-40-2,EUR,EUR,121.3,0,121.3,0,EUR,2,0,0,1500,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-8000-40-3,EUR,EUR,121.35,0,121.35,0,EUR,2,1,0,8000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-9000-40-5,EUR,EUR,134.6,2,134.6,0,EUR,2,1,0,9000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-350-40-4,EUR,EUR,124,2,124,13.04,EUR,1,1,13.04,350,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A4-5000-40-2,EUR,EUR,115.14,0,115.14,0,EUR,2,0,0,5000,2 days,115g Blue back,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-750-40-1,EUR,EUR,129.8,0,129.8,6.8,EUR,1,0,6.8,750,1 day,115g Blue back,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A3-1250-40-1,EUR,EUR,126.5,0,126.5,3.68,EUR,1,0,3.68,1250,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-115A-A1-600-40-5,EUR,EUR,133.51,2,133.51,0,EUR,2,1,0,600,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A1-350-40-1,EUR,EUR,118.8,0,118.8,13.04,EUR,1,0,13.04,350,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B1-300-40-4,EUR,EUR,115.5,2,115.5,9.92,EUR,1,1,9.92,300,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-A0-35-40-1,EUR,EUR,92.45,0,92.45,6.8,EUR,1,0,6.8,35,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-ABRI-15-40-2,EUR,EUR,91.81,1,91.81,5.36,EUR,1,0,5.36,15,2 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A1-700-40-3,EUR,EUR,127.27,0,127.27,0,EUR,2,1,0,700,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-40-40-4,EUR,EUR,105.2,2,105.2,6.8,EUR,1,1,6.8,40,4 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A1-550-40-5,EUR,EUR,129.83,2,129.83,0,EUR,2,1,0,550,5 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-300-40-2,EUR,EUR,103,1,103,9.92,EUR,1,0,9.92,300,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A0-40-40-2,EUR,EUR,105.2,0,105.2,6.8,EUR,1,1,6.8,40,2 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-B1-250-40-4,EUR,EUR,107,2,107,9.92,EUR,1,1,9.92,250,4 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-B2-30-40-5,EUR,EUR,103.38,3,103.38,6.8,EUR,1,1,6.8,30,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-CF-ABRI-4-40-2,EUR,EUR,98.8,1,98.8,3.68,EUR,1,0,3.68,4,2 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A4-8500-40-5,EUR,EUR,127.97,2,127.97,0,EUR,2,1,0,8500,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-700-40-5,EUR,EUR,127.27,2,127.27,0,EUR,2,1,0,700,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-650-40-3,EUR,EUR,124.37,0,124.37,0,EUR,2,1,0,650,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A3-3500-40-4,EUR,EUR,127.58,1,127.58,0,EUR,2,1,0,3500,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-7500-40-3,EUR,EUR,114.73,0,114.73,0,EUR,2,1,0,7500,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-200-40-2,EUR,EUR,122.65,0,122.65,6.8,EUR,1,1,6.8,200,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-200-40-4,EUR,EUR,122.65,2,122.65,6.8,EUR,1,1,6.8,200,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-B1-15-40-5,EUR,EUR,103.38,3,103.38,3.68,EUR,1,1,3.68,15,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-135G-A0-35-40-1,EUR,EUR,92.45,0,92.45,6.8,EUR,1,0,6.8,35,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A1-600-40-3,EUR,EUR,121.48,0,121.48,0,EUR,2,1,0,600,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A4-5000-40-3,EUR,EUR,115.14,0,115.14,0,EUR,2,1,0,5000,3 days,115g Blue back,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-1250-40-2,EUR,EUR,107.17,0,107.17,0,EUR,2,0,0,1250,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-ABRI-5-40-5,EUR,EUR,102.44,3,102.44,3.68,EUR,1,1,3.68,5,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A1-650-40-5,EUR,EUR,124.37,2,124.37,0,EUR,2,1,0,650,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-950-40-2,EUR,EUR,101.94,0,101.94,0,EUR,2,0,0,950,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A2-40-40-5,EUR,EUR,98.3,3,98.3,6.8,EUR,1,1,6.8,40,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-115A-ABRI-10-40-2,EUR,EUR,62.71,1,62.71,5.36,EUR,1,0,5.36,10,2 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-CF-A0-8-40-2,EUR,EUR,94.88,1,94.88,3.68,EUR,1,0,3.68,8,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A0-40-40-4,EUR,EUR,105.2,2,105.2,6.8,EUR,1,1,6.8,40,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-A1-250-40-1,EUR,EUR,103.4,0,103.4,9.92,EUR,1,0,9.92,250,1 day,115g Blue back,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-115A-B2-750-40-2,EUR,EUR,111,1,111,9.92,EUR,1,0,9.92,750,2 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A2-35-40-3,EUR,EUR,86.14,2,86.14,6.8,EUR,1,0,6.8,35,3 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-B2-900-40-2,EUR,EUR,99.83,0,99.83,0,EUR,2,0,0,900,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-A0-9-40-3,EUR,EUR,88.64,2,88.64,3.68,EUR,1,0,3.68,9,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-115A-A2-1500-40-4,EUR,EUR,121.3,1,121.3,0,EUR,2,1,0,1500,4 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-8000-40-5,EUR,EUR,121.35,2,121.35,0,EUR,2,1,0,8000,5 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-9-40-1,EUR,EUR,58.65,0,58.65,3.68,EUR,1,0,3.68,9,1 day,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-135G-ABRI-9-40-1,EUR,EUR,58.65,0,58.65,3.68,EUR,1,0,3.68,9,1 day,135g Gloss,Abri,EUR,Probo,TNT-AVG
PO-100G-A0-150-40-2,EUR,EUR,115.8,0,115.8,6.8,EUR,1,1,6.8,150,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-150-40-4,EUR,EUR,115.8,2,115.8,6.8,EUR,1,1,6.8,150,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-B2-25-40-3,EUR,EUR,86.31,2,86.31,3.68,EUR,1,0,3.68,25,3 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-115A-A3-1000-40-1,EUR,EUR,114.95,0,114.95,6.8,EUR,1,0,6.8,1000,1 day,115g Blue back,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-100G-A0-100-40-2,EUR,EUR,108.95,0,108.95,3.68,EUR,1,1,3.68,100,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-CF-A2-30-40-2,EUR,EUR,88.94,1,88.94,6.8,EUR,1,0,6.8,30,2 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-CF-A1-20-40-5,EUR,EUR,98.3,3,98.3,3.68,EUR,1,1,3.68,20,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-B2-850-40-2,EUR,EUR,97.72,0,97.72,0,EUR,2,0,0,850,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B2-750-40-4,EUR,EUR,111,2,111,9.92,EUR,1,1,9.92,750,4 days,115g Blue back,B2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A0-35-40-2,EUR,EUR,92.45,0,92.45,6.8,EUR,1,1,6.8,35,2 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-100G-A0-100-40-4,EUR,EUR,108.95,2,108.95,3.68,EUR,1,1,3.68,100,4 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-100G-A0-50-40-2,EUR,EUR,102.1,0,102.1,3.68,EUR,1,1,3.68,50,2 days,100G,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A1-550-40-5,EUR,EUR,118.59,2,118.59,0,EUR,2,1,0,550,5 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-550-40-3,EUR,EUR,118.59,0,118.59,0,EUR,2,1,0,550,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-450-40-4,EUR,EUR,118.33,2,118.33,0,EUR,2,0,0,450,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-100G-A0-50-40-4,EUR,EUR,104.88,2,104.88,0,EUR,1,1,0,50,4 days,100G,A0,EUR,Flyeralarm,OWN_CARRIER_FA
PO-115A-ABRI-10-40-4,EUR,EUR,62.71,2,62.71,5.36,EUR,1,1,5.36,10,4 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-115A-A3-3000-40-2,EUR,EUR,112.74,0,112.74,0,EUR,2,0,0,3000,2 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-35-40-2,EUR,EUR,92.45,0,92.45,6.8,EUR,1,1,6.8,35,2 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-135G-B2-800-40-2,EUR,EUR,95.62,0,95.62,0,EUR,2,0,0,800,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A0-30-40-1,EUR,EUR,79.7,0,79.7,6.8,EUR,1,0,6.8,30,1 day,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-135G-A0-30-40-1,EUR,EUR,79.7,0,79.7,6.8,EUR,1,0,6.8,30,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-A4-5000-40-5,EUR,EUR,115.14,2,115.14,0,EUR,2,1,0,5000,5 days,115g Blue back,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-ABRI-9-40-2,EUR,EUR,57,1,57,3.68,EUR,1,0,3.68,9,2 days,135g Gloss,Abri,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A4-7000-40-2,EUR,EUR,108.1,0,108.1,0,EUR,2,0,0,7000,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-6500-40-2,EUR,EUR,101.48,0,101.48,0,EUR,2,0,0,6500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-750-40-0,EUR,EUR,89.58,0,89.58,25,EUR,0,0,25,750,Same day,135g Gloss,A3,EUR,DPP,PARTSEXPRESS-SAMEDAY
PO-115A-ABRI-9-40-2,EUR,EUR,56.89,1,56.89,5.36,EUR,1,0,5.36,9,2 days,115g Blue back,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A0-35-40-4,EUR,EUR,92.45,2,92.45,6.8,EUR,1,1,6.8,35,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-A1-450-40-4,EUR,EUR,113.62,1,113.62,0,EUR,2,1,0,450,4 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-6000-40-2,EUR,EUR,94.86,0,94.86,0,EUR,2,0,0,6000,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-950-40-3,EUR,EUR,101.94,0,101.94,0,EUR,2,1,0,950,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-5500-40-2,EUR,EUR,88.23,0,88.23,0,EUR,2,0,0,5500,2 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-5000-40-1,EUR,EUR,67.9,0,67.9,9.92,EUR,1,0,9.92,5000,1 day,135g Gloss,A4,EUR,Control Media,TNT-AVG
PO-135G-A3-3500-40-4,EUR,EUR,111.53,1,111.53,0,EUR,2,1,0,3500,4 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-40-40-4,EUR,EUR,106.85,2,106.85,6.8,EUR,1,1,6.8,40,4 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-115A-B1-40-40-2,EUR,EUR,106.85,0,106.85,6.8,EUR,1,1,6.8,40,2 days,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-115A-B1-40-40-1,EUR,EUR,106.85,0,106.85,6.8,EUR,1,0,6.8,40,1 day,115g Blue back,B1,EUR,Probo,TNT-AVG
PO-135G-A4-7000-40-3,EUR,EUR,108.1,0,108.1,0,EUR,2,1,0,7000,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-40-40-1,EUR,EUR,106.85,0,106.85,6.8,EUR,1,0,6.8,40,1 day,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-115A-A3-3000-40-4,EUR,EUR,112.74,1,112.74,0,EUR,2,1,0,3000,4 days,115g Blue back,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-ABRI-8-40-1,EUR,EUR,52.65,0,52.65,3.68,EUR,1,0,3.68,8,1 day,115g Blue back,Abri,EUR,Probo,TNT-AVG
PO-135G-ABRI-8-40-1,EUR,EUR,52.65,0,52.65,3.68,EUR,1,0,3.68,8,1 day,135g Gloss,Abri,EUR,Probo,TNT-AVG
PO-CF-A2-35-40-5,EUR,EUR,86.14,3,86.14,6.8,EUR,1,1,6.8,35,5 days,Water resistant PVC,A2,EUR,Probo,TNT-AVG
PO-135G-B2-900-40-3,EUR,EUR,99.83,0,99.83,0,EUR,2,1,0,900,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B2-20-40-2,EUR,EUR,83.25,1,83.25,3.68,EUR,1,0,3.68,20,2 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-CF-A0-9-40-5,EUR,EUR,88.64,3,88.64,3.68,EUR,1,1,3.68,9,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-A0-7-40-2,EUR,EUR,83.15,1,83.15,3.68,EUR,1,0,3.68,7,2 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-CF-A0-8-40-3,EUR,EUR,78.9,2,78.9,3.68,EUR,1,0,3.68,8,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-115A-A0-35-40-4,EUR,EUR,92.45,2,92.45,6.8,EUR,1,1,6.8,35,4 days,115g Blue back,A0,EUR,Probo,TNT-AVG
PO-115A-A2-950-40-2,EUR,EUR,91.19,0,91.19,0,EUR,2,0,0,950,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-100-40-2,EUR,EUR,81.5,1,81.5,3.68,EUR,1,0,3.68,100,2 days,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-B2-25-40-5,EUR,EUR,86.31,3,86.31,3.68,EUR,1,1,3.68,25,5 days,Water resistant PVC,B2,EUR,Probo,TNT-AVG
PO-135G-A0-30-40-2,EUR,EUR,79.7,0,79.7,6.8,EUR,1,1,6.8,30,2 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-115A-A1-400-40-2,EUR,EUR,109.93,0,109.93,0,EUR,2,0,0,400,2 days,115g Blue back,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-6500-40-3,EUR,EUR,101.48,0,101.48,0,EUR,2,1,0,6500,3 days,135g Gloss,A4,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-850-40-3,EUR,EUR,97.72,0,97.72,0,EUR,2,1,0,850,3 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-A2-900-40-2,EUR,EUR,89.32,0,89.32,0,EUR,2,0,0,900,2 days,115g Blue back,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
